id_src;opr_name;opr_nick;inn;bdpn_code;name_brand
12415;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ФИРМА "СОТРУДНИК ПЛЮС";ООО "ФИРМА "СОТРУДНИК ПЛЮС";2227022549;;
12416;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ЭКОНОТЕЛ";ООО "ЭКОНОТЕЛ";9724096342;;
12417;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "КЕТЕР ТЕЛЕКОМ РУС";ООО "КЕТЕР ТЕЛЕКОМ РУС";7704826759;;
12418;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "КРОССМИКС";ООО "КРОССМИКС";7811548552;;
12419;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ВТК-МОБАЙЛ";ООО "ВТК-МОБАЙЛ";9718174994;40=mVTKMOBAIL;
12420;Индивидуальный предприниматель САМОЙЛОВА НИНА АЛЕКСЕЕВНА;Индивидуальный предприниматель САМОЙЛОВА НИНА АЛЕКСЕЕВНА;564000230370;;
12421;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ОРБИТА-ТЕЛЕКОМ";ООО "ОРБИТА-ТЕЛЕКОМ";7715420630;;
12422;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "В ОНЛАЙНЕ";ООО "В ОНЛАЙНЕ";7801281300;;
12423;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "АЙТЕЛ";ООО "АЙТЕЛ";7727430351;;
12424;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "НЬЮКОНТАКТ";ООО "НЬЮКОНТАКТ";7705912954;;
12425;МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА ХАБАРОВСКА "СТРЕЛА";МУП Г. ХАБАРОВСКА "СТРЕЛА";2723009721;;
12426;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "СПУТНИКОВАЯ СВЯЗЬ";ООО "СС";8603168953;;
12427;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "СНАБЖЕНЕЦ";ООО "СНАБЖЕНЕЦ";7702454304;;
12428;Индивидуальный предприниматель ЕВДОКИМОВ МИХАИЛ АЛЕКСАНДРОВИЧ;Индивидуальный предприниматель ЕВДОКИМОВ МИХАИЛ АЛЕКСАНДРОВИЧ;781125933011;;
12429;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "РЕПЛАЙ ЦЕНТР";ООО "РЕПЛАЙ ЦЕНТР";7810408520;;
12430;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "СВЯЗЬТЕЛЕКОМ";ООО "СВЯЗЬТЕЛЕКОМ";3123312502;;
12431;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "КОМЛИНК ТЕЛЕКОМ";ООО "КОМЛИНК ТЕЛЕКОМ";7839313092;;
12432;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ЭКОМОБАЙЛ";ООО "ЭКОМОБАЙЛ";9731101931;;
12433;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ВОИН ТЕЛЕКОМ";ООО "ВОИН ТЕЛЕКОМ";7801618673;;
12434;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ОБЛАСТНАЯ СЕТЬ";ООО "ОБЛАСТНАЯ СЕТЬ";4703064559;;
12436;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "СТЕЛСТЕЛЕКОМ";ООО"СТЕЛСТЕЛЕКОМ";0561060365;;
12437;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ОКЕЙ";ООО "ОКЕЙ";8602182391;;
12438;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "МЕЖДУГОРОДНЯЯ МЕЖДУНАРОДНАЯ ТЕЛЕФОННАЯ СТАНЦИЯ";ООО "ММТС";6452913127;;
12439;Индивидуальный предприниматель ПЕТРОВ ДМИТРИЙ АНДРЕЕВИЧ;Индивидуальный предприниматель ПЕТРОВ ДМИТРИЙ АНДРЕЕВИЧ;780613018617;;
12441;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ГДЦ ЭНЕРДЖИ ГРУПП";ООО "ГДЦ ЭНЕРДЖИ ГРУПП";7733614886;;
12442;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКОЕ ПРЕДПРИЯТИЕ "ЭЛСИКО";ООО "ЭЛСИКО";6163003802;;
12443;АКЦИОНЕРНОЕ ОБЩЕСТВО "ПЕТЕР-СТАР";АО "ПЕТЕР-СТАР";7805624999;;
12444;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ЛОГИКА";ООО "ЛОГИКА";2508045478;;
12445;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ФРЕШТЕЛ-РЕГИОНЫ-2";ООО "ФРЕШТЕЛ-РЕГИОНЫ-2";9705140677;;
12446;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ТЕЛЕКОМСП";ООО "ТЕЛЕКОМСП";7721778390;;
12447;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ВИТИМ-ТЕЛЕКОМ";ООО "ВИТИМ-ТЕЛЕКОМ";3802012207;;
12448;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "СТАНДАРТ ТЕЛЕКОМ";ООО "СТАНДАРТ ТЕЛЕКОМ";7714329900;;
12449;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ПРОФЕССИОНАЛЬНЫЕ ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ";ООО "ПРОФИТ";5610247079;;
12450;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ЦИФРОЛИНК";ООО "ЦИФРОЛИНК";9703124101;;
12451;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ЭКСПОТЕЛ";ООО "ЭКСПОТЕЛ";9703125458;;
12452;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ "КОМТЕЛ";ГУП ДНР "КОМТЕЛ";9303020034;;
12453;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "АИС";ООО "АИС";9703127053;;
12454;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "НЕТ ИНДАСТРИС";ООО "НЕТ ИНДАСТРИС";7720889805;;
12455;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "КОЛЛКИПЕР";ООО "КОЛЛКИПЕР";5027225473;;
12456;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ЭКОНОМЭНЕРГО-К";ООО "ЭКОНОМЭНЕРГО-К";2904021664;;
12457;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ЭКСПРЕСС-ЛИНК";ООО "ЭКСПРЕСС-ЛИНК";2636040210;;
12459;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ОБЛТЕЛЕКОМ";ООО "ОБЛТЕЛЕКОМ";7733320798;;
12460;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "НАРОДНЫЙ ИНТЕРНЕТ";ООО "НАРОДНЫЙ ИНТЕРНЕТ";4205306100;;
12461;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ТЕЛЕМАТИКА";ООО "ТЕЛЕМАТИКА";8603119628;;
12462;АКЦИОНЕРНОЕ ОБЩЕСТВО "СПУТНИКОВЫЕ ТЕЛЕКОММУНИКАЦИИ БАШКОРТОСТАНА";АО "СПУТНИКТЕЛЕКОМ";0278101668;;
12463;ФЕДЕРАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ "ЦЕНТРАЛЬНЫЙ АЭРОГИДРОДИНАМИЧЕСКИЙ ИНСТИТУТ ИМЕНИ ПРОФЕССОРА Н.Е. ЖУКОВСКОГО";ФАУ "ЦАГИ";5040177331;;
12464;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "Р-СВЯЗЬ";ООО "Р-СВЯЗЬ";7731378961;;
12465;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "НЕВСКОЕ";ООО "НЕВСКОЕ";7839446350;;
12466;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "СИСТЕМЫ ЭЛЕКТРОННЫХ ТЕЛЕКОММУНИКАЦИЙ СЭТ-21";ООО "СЭТ-21";7732509060;;
12467;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «КОНТЕЛ»;ООО «КОНТЕЛ»;9704161875;;
12468;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ПРОФ МАРКЕТИНГ";ООО "ПРОФ МАРКЕТИНГ";7810456563;;
12469;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ФАЙДЕС ДАТА";ООО "ФАЙДЕС ДАТА";7722487690;;
12470;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "АПЕКС ТЕХНОЛОДЖИ";ООО "АПЕКС ТЕХНОЛОДЖИ";3906369963;;
12471;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ЦЕНТР СООБЩЕНИЙ";ООО "ЦЕНТР СООБЩЕНИЙ";9705086726;;
12472;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНФОРМАЦИОННО-КОМПЬЮТЕРНЫЙ ЦЕНТР  "ОБЕРОН ПЛЮС";ООО ИКЦ "ОБЕРОН ПЛЮС";7024012128;;
12473;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ФАЙБЕРТЕЛЕ.КОМ";ООО "ФАЙБЕРТЕЛЕ.КОМ";6163153780;;
12474;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "Р-ЛАЙН 1";ООО "Р-ЛАЙН 1";3851021476;;
12475;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ОПТИМА";ООО "ОПТИМА";7722472654;;
12476;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ЧИП-ТЕЛЕКОМ";ООО "ЧИП-ТЕЛЕКОМ";7733609170;;
12477;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "СЕВЕРО-ЗАПАДНАЯ КОМПАНИЯ "ИНФОСВЯЗЬ";ООО "СЗК "ИНФОСВЯЗЬ";7811404769;;
12478;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ИМАКЛИК СЕРВИС";ООО "ИМАКЛИК СЕРВИС";7811476185;;
12479;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "СК СЕТЬ";ООО "СК СЕТЬ";9728026674;;
12480;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "РТП МЕДИА";ООО "РТП МЕДИА";9725045365;;
12481;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "АСНОВА";ООО "АСНОВА";6670389714;;
12482;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "РИМЭКА";ООО "РИМЭКА";5027087230;;
12483;Индивидуальный предприниматель АРСЛАНБАЕВ ИЛЬДАР ЗИННУРОВИЧ;ИП АРСЛАНБАЕВ И. З.;027814546651;;
12484;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ИНФОРМАЦИОННЫЕ СИСТЕМЫ";ООО "ИНФОРМАЦИОННЫЕ СИСТЕМЫ";7751160836;;
12485;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "СИ ЭЙЧ";ООО "СИ ЭЙЧ";9721093946;;
12486;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "НВ ТЕЛЕКОМ";ООО "НВ ТЕЛЕКОМ";7751515221;;
12487;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "КРАФТ-С";ООО "КРАФТ-С";6315010050;;
12488;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "МЕРКУРИЙ";ООО "МЕРКУРИЙ";7723782433;;
12489;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "СТАТУС ТЕЛЕКОМ";ООО "СТАТУС ТЕЛЕКОМ";9729309330;;
12490;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ФИНАНСОВО-ИНВЕСТИЦИОННЫЙ ДОМ "ХАЙР";ООО "ХАЙР";0608038826;;
12491;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "НПО ЦЕНТР БРОНЕТЕХНИКИ";ООО "НПО ЦБТ";7701973113;;
12492;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "СТАНДАРТ";ООО "СТАНДАРТ";7713641793;;
12493;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ВАМТЕЛ";ООО "ВАМТЕЛ";6163122944;;
12494;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "НОДЭКС";ООО "НОДЭКС";7801176986;;
12495;Индивидуальный предприниматель ТЕРЕХИН ЮРИЙ ВЛАДИМИРОВИЧ;ИП ТЕРЕХИН Ю. В.;650502698612;;ООО "ЭФФЕКТ "
12496;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ТЕЛЕМАТИК СОЛЮШНЗ";ООО "ТС";7706452932;;
12497;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ГЛОБАЛЬНЫЙ ДОМ";ООО "ГЛОБАЛЬНЫЙ ДОМ";9717074348;;
12498;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ПУЛНЕТ";ООО "ПУЛНЕТ";7810010088;;
12500;АКЦИОНЕРНОЕ ОБЩЕСТВО "РТ-ЦИФРОВЫЕ ТЕХНОЛОГИИ";АО "РТ-ЦТ";9705136920;;
12501;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "СКАЙПЛЮС";ООО "СКАЙПЛЮС";5050069984;;
12502;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ТВОЙ ТЕЛЕКОМ";ООО "ТВОЙ ТЕЛЕКОМ";9703125715;;
12503;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ИМПУЛЬС";ООО "ИМПУЛЬС";6623142117;;
12504;АКЦИОНЕРНОЕ ОБЩЕСТВО "ДОЗОР-ТЕЛЕПОРТ";АО "ДОЗОР-ТЕЛЕПОРТ";7729530150;;
12505;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ГЕНЕЗИЗ";ООО "ГЕНЕЗИЗ";3528256704;;
12506;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ЦПК";ООО "ЦПК";7735140536;;
12507;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ЛУГАНСКОЙ НАРОДНОЙ РЕСПУБЛИКИ "ЛУГАНСКАЯ ЖЕЛЕЗНАЯ ДОРОГА";ГУП ЛНР "ЛУГЖД";9402008782;;
12509;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ИНТЕРНЕТМЕДИАКОМ - КУРСК";ООО "ИНТЕРНЕТМЕДИАКОМ - КУРСК";4632030790;;
12510;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "С-ЦЕНТР";ООО "С-ЦЕНТР";5044045696;;
12511;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "АДОПТ ПЛЮС";ООО "АДОПТ ПЛЮС";2617010718;;
12512;МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ "СОЦИАЛЬНЫЕ УСЛУГИ НАСЕЛЕНИЮ";МУП "СУН";5006004321;;
12516;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "МЕТРИКА ТЕЛЕКОМ";ООО "МЕТРИКА ТЕЛЕКОМ";7734434276;;
12517;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "МФТИ ТЕЛЕКОМ";ООО "МФТИ ТЕЛЕКОМ";5047252210;;
12518;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ЗОРРА ТЕЛЕКОМ»;ООО «ЗОРРА ТЕЛЕКОМ»;6143100082;;
12519;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "АЛЬФА";ООО "АЛЬФА";7811636551;;
12521;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "12 БИТ";ООО "12 БИТ";8904084270;;
12523;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "КОННЕКТ";ООО "КОННЕКТ";8901021924;;
12524;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "МОДУС ТЕЛЕКОМ";ООО "МОДУС ТЕЛЕКОМ";5503261230;;
12525;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ПРОФКОМ";ООО "ПРОФКОМ";5024181010;;
12526;АКЦИОНЕРНОЕ ОБЩЕСТВО "СВЯЗЬ";АО "СВЯЗЬ";7810263434;;
12528;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ДИДЖИТАЛ АКСЕС НЭТВОРК";ООО "ДИАНЭТ";2221259005;;
12529;Индивидуальный предприниматель БАШКЕТОВ ЕВГЕНИЙ ВЛАДИМИРОВИЧ;ИП БАШКЕТОВ Е. В.;650400319199;;
12530;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ РЕГИОНАЛЬНАЯ КОМПАНИЯ "СВЯЗЬТРАНЗИТ";ООО РК "СВЯЗЬТРАНЗИТ";3811166130;;
12531;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ОРИОН ТЕЛЕКОМ";ООО "ОРИОН ТЕЛЕКОМ";2450030104;;
12534;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ИНФОРМАЦИОННЫЕ РОЗНИЧНЫЕ ИНТЕГРИРОВАННЫЕ СИСТЕМЫ";ООО "ИРИС";7733261013;;
12535;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ВОСТОК-ТЕЛЕКОМ";ООО "ВОСТОК-ТЕЛЕКОМ";5402567783;;
12536;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ОБЪЕДИНЕННЫЕ СИСТЕМЫ СВЯЗИ ТАМБОВ";ООО "ОСС ТАМБОВ";6800002569;;
12537;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "КОМПЬЮТЕРНЫЕ ТЕХНОЛОГИИ";ООО "КОМПЬЮТЕРНЫЕ ТЕХНОЛОГИИ";3234042788;;
12538;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ИНТЕРНЕТ. ПРОТИВОПОЖАРНЫЕ СИСТЕМЫ";ООО "ИПС";7810902610;;
12539;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "НАУЧНО  - ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ "СКАТ";ООО "НПО "СКАТ";1901046080;;
12541;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ТЕЛЕРУС";ООО "ТЕЛЕРУС";9703118436;;
12542;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ВИН-ВИН СОЛЮШНС";ООО "ВИН-ВИН СОЛЮШНС";7802838270;;
12543;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ЗОРРА";ООО "ЗОРРА";6143097048;;
12544;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "КРЫМ БИЗНЕС ТЕЛЕКОМ";ООО "КРЫМ БИЗНЕС ТЕЛЕКОМ";9102025716;;
12545;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ДЖЕЙ ТЕЛЕКОМ СЕРВИС";ООО "ДТС";5300008610;;
12546;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "МАКСИМА";ООО "МАКСИМА";1102042763;;
12548;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "СУПРИМ ТЕЛЕКОМ";ООО "СУПРИМ ТЕЛЕКОМ";7841472420;;
12550;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "МЕЖРЕГИОНАЛЬНЫЙ КОНТАКТНЫЙ ЦЕНТР";ООО "МКЦ";7813645880;;
12552;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ГЕТСТАР";ООО "ГЕТСТАР";7722810335;;
12553;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "МОСТЕЛЕСИГНАЛ";ООО "МОСТЕЛЕСИГНАЛ";7736677500;;
12554;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "БЛИСС-ПРО";ООО "БЛИСС-ПРО";7734247484;;
12556;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "МАГЛАН";ООО "МАГЛАН";4909906720;;
12557;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "КОММУНИКАЦИИ И СВЯЗЬ";ООО "КОММУНИКАЦИИ И СВЯЗЬ";9717046301;;
12558;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "СПЕЦИАЛИСТ";ООО "СПЕЦИАЛИСТ";9719013421;;
12559;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "РЕКОРД";ООО "РЕКОРД";1840096437;;
12560;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "БОСФОР";ООО "БОСФОР";7726480590;;
12561;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ГРУППА КОМПАНИЙ "АЛЬФА ОНЛАЙН";ООО "ГРУППА КОМПАНИЙ "АЛЬФА ОНЛАЙН";9721155374;;
12562;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "МОСКОМНЕТ";ООО "МОСКОМНЕТ";7723477729;;
12564;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ВОНТРЕЗАЛТ";ООО "ВОНТРЕЗАЛТ";7725261771;;
12565;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "МР-ТЕЛЕКОМ";ООО "МР-ТЕЛЕКОМ";9310006256;;
12568;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "А-СИТИ";ООО "А-СИТИ";7703782611;;
12570;АКЦИОНЕРНОЕ ОБЩЕСТВО "ТУРИСТСКИЙ ГОСТИНИЧНЫЙ КОМПЛЕКС "САЛЮТ";АО "ТГК "САЛЮТ";7729079844;;
12571;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ООО " ЭТАЛОН +";ООО "ЭТАЛОН +";3253005012;;
12572;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКОЕ ПРЕДПРИЯТИЕ "АГРОСТРОЙ";ООО ПКП "АГРОСТРОЙ";3232026460;;
12573;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ПИКСЕЛЬ";ООО "ПИКСЕЛЬ";7717790098;;
12574;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ИНСАЙТЕЛ";ООО "ИНСАЙТЕЛ";9718144566;;
12575;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ДРИМХАУС";ООО "ДРИМХАУС";3328026319;;
12576;Индивидуальный предприниматель МАНОНИН ИГОРЬ НИКОЛАЕВИЧ;ИП МАНОНИН И. Н.;910810447711;;
